"R0000100","R0536300","R0536401","R0536402","R0536600","R1201300","R1204500","R1235800","R1302400","R1302500","R1302600","R1302700","R1482600","R2516200","R3828100","R5342000","R7085900","S1527400","S3592800","S4967700","S6707500","S8680100","T1100000","T3177200","T4588300","T6221600","T7718800","T9119400","U1110900"
217,2,11,1982,14,-4,-4,1,12,8,12,-4,2,16,-5,18,19,20,21,-5,23,24,25,25,-5,-5,29,30,33
218,1,9,1983,13,-4,-4,1,12,16,12,16,2,15,16,17,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
219,1,3,1982,14,1,141400,1,15,18,15,18,3,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
220,1,3,1984,12,1,48400,1,14,12,14,12,4,14,15,16,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,-5,-5
221,2,9,1984,12,1,107700,1,18,14,12,14,4,14,15,16,17,18,19,20,21,22,23,24,24,26,27,29,31
222,1,1,1981,16,3,35000,1,12,9,12,9,2,17,18,20,20,21,22,23,24,25,26,27,29,29,30,32,34
223,1,1,1981,16,3,35000,1,12,9,12,9,2,17,18,20,20,21,22,23,24,25,26,27,28,29,30,32,34
224,2,10,1982,14,1,57000,1,12,12,12,-4,4,16,17,18,19,20,21,22,23,24,24,26,26,28,28,31,33
225,1,10,1980,16,1,-3,1,12,14,12,-4,4,18,19,20,21,22,23,24,25,26,27,28,28,30,31,33,35
226,2,3,1981,15,1,2500,1,-3,9,-4,9,1,17,18,19,20,21,23,23,24,25,26,-5,28,29,30,33,34
227,2,1,1980,17,1,6014,1,-4,-3,-4,14,3,19,20,21,22,23,24,25,-5,27,27,29,29,31,32,34,35
228,1,1,1984,13,2,-3,1,15,15,15,-4,4,14,15,17,18,19,19,21,21,22,24,25,25,26,27,29,31
229,2,2,1984,12,3,140,1,-4,16,-4,16,4,15,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
230,1,5,1984,12,2,-3,1,12,12,12,12,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
231,1,11,1980,16,-4,-4,1,12,11,12,-4,2,18,19,20,21,22,23,24,25,26,27,28,28,29,30,33,35
232,1,6,1984,12,3,60,1,12,12,-4,12,2,14,15,16,17,18,-5,-5,-5,22,23,24,25,26,27,29,31
233,1,12,1980,16,1,36,1,7,13,7,13,2,18,19,20,20,22,22,24,24,25,27,27,28,29,30,33,34
234,2,8,1983,13,-4,-4,1,14,11,-4,11,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
235,2,8,1981,15,2,4500,1,15,10,15,10,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
236,2,12,1984,12,1,35,1,12,15,-4,15,2,14,15,15,16,18,18,20,21,21,-5,24,24,25,26,28,30
237,1,3,1983,13,3,-3,1,13,14,13,14,4,15,17,18,18,19,20,21,22,23,-5,26,26,27,28,30,33
238,2,8,1981,15,-4,-4,1,-4,-3,-4,-3,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
239,1,9,1980,16,1,246474,1,18,18,18,18,4,18,19,-5,21,-5,23,24,25,26,27,28,28,30,31,33,35
240,2,4,1983,14,1,246474,1,18,18,18,18,4,15,16,17,18,20,20,21,22,23,24,25,26,27,28,30,32
241,2,2,1983,14,2,78000,1,16,18,16,18,2,15,16,17,18,19,20,21,22,23,24,25,26,28,28,30,32
242,1,6,1984,12,2,78000,1,16,18,16,18,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
243,2,2,1983,14,2,-3,1,12,12,12,12,3,15,16,17,18,19,20,21,23,23,24,25,26,27,28,-5,33
244,1,3,1983,14,2,26000,1,12,12,12,12,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
245,2,7,1984,12,-4,-4,1,-3,-3,-3,-3,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
246,1,10,1980,16,3,-3,1,15,-4,15,-4,2,18,19,20,21,22,23,24,-5,-5,27,28,28,30,30,33,35
247,1,3,1982,15,1,24850,1,13,13,13,13,4,16,17,18,20,20,21,22,23,24,25,26,27,28,29,31,33
248,2,9,1983,13,1,24850,1,13,13,13,13,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
249,1,8,1981,15,-4,-4,1,12,14,14,14,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
250,1,9,1981,15,1,94250,1,12,13,12,13,4,-5,-5,-5,20,21,22,23,-5,-5,-5,-5,-5,-5,-5,-5,-5
251,1,4,1982,15,3,37500,1,14,11,14,11,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
252,2,7,1984,12,3,37500,1,14,11,14,11,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
253,2,9,1984,12,-4,-4,1,-3,-3,-3,-3,4,14,15,16,17,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
254,1,8,1981,15,1,-3,1,16,18,-4,18,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
255,2,7,1983,13,1,-3,1,16,18,-4,18,4,15,16,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,32
256,1,8,1980,16,1,43000,1,-3,-3,-3,-3,4,-5,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
257,1,5,1984,13,1,43000,1,-3,-3,-3,-3,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
258,1,11,1982,14,-4,-4,1,14,12,14,12,4,15,16,18,19,20,21,22,22,23,24,25,26,28,28,31,33
259,1,12,1981,15,1,-3,1,-3,-3,-3,-3,4,17,18,19,20,21,22,23,24,-5,-5,-5,-5,-5,-5,-5,-5
260,1,12,1980,16,-4,-4,1,-4,14,-4,14,1,17,19,20,21,22,22,23,25,25,26,27,28,29,30,33,34
261,1,4,1983,14,3,-3,1,-4,12,-4,12,1,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
262,1,9,1980,16,-4,-4,1,-4,8,-4,8,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,-5,35
263,1,7,1983,13,-4,-4,1,-4,8,-4,8,1,15,16,17,18,19,20,21,22,23,-5,25,26,27,28,-5,32
264,1,7,1982,14,-4,-4,1,-3,-3,-3,-3,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
265,1,9,1983,13,3,19000,1,6,6,6,6,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
266,2,12,1980,16,1,54800,1,12,12,14,12,4,18,19,20,21,22,23,24,25,25,26,27,29,29,30,33,34
267,2,12,1980,16,1,32010,1,12,13,12,13,4,18,18,20,21,21,23,23,24,25,26,27,28,29,30,32,34
268,1,12,1981,15,1,71100,1,11,11,12,11,2,17,17,19,20,20,21,23,24,24,26,26,27,28,29,32,33
269,2,6,1981,15,1,82500,1,12,16,12,16,4,-5,18,19,20,21,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
270,2,1,1984,13,1,82500,1,12,16,12,16,4,15,15,16,17,18,19,20,22,22,23,25,25,26,27,30,31
271,2,8,1982,14,1,65400,1,12,12,12,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
272,2,9,1982,14,1,-3,1,6,7,-4,7,2,16,17,18,19,20,21,22,23,24,25,26,27,28,28,31,33
273,2,4,1983,14,-4,-4,1,12,12,-4,12,2,15,16,17,18,19,20,21,22,23,-5,-5,-5,27,28,-5,33
274,2,8,1980,16,2,24,1,5,5,-4,5,2,18,-5,-5,21,22,23,24,25,26,27,28,29,30,31,-5,-5
275,1,12,1980,16,-4,-3,1,5,1,-4,-4,2,18,18,20,20,21,23,23,24,25,-5,27,28,29,30,-5,34
276,2,1,1982,15,2,24,1,5,5,-4,5,2,17,17,19,19,20,-5,23,24,24,25,26,27,-5,29,31,-5
277,1,2,1984,13,2,24,1,5,5,-4,5,2,14,15,-5,17,18,19,21,-5,-5,-5,-5,25,-5,-5,-5,-5
278,1,9,1980,16,1,62040,1,16,14,16,14,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
279,1,4,1981,16,1,246474,1,18,16,18,16,4,17,18,-5,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,30,-5,-5
280,1,5,1983,13,1,246474,1,18,16,18,16,4,15,16,17,18,19,20,21,22,-5,24,25,-5,27,-5,-5,33
281,1,12,1984,12,1,3750,1,-3,11,-4,11,1,13,14,15,16,18,18,19,20,21,22,23,24,25,26,29,30
282,1,6,1980,16,3,-3,1,12,14,12,14,4,18,19,20,-5,22,23,24,25,26,27,28,29,30,31,33,35
283,1,5,1984,12,3,-3,1,12,14,12,14,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
284,2,3,1981,16,1,-3,1,10,12,-3,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
285,1,2,1981,16,1,-3,1,9,11,9,11,4,17,18,19,20,22,22,23,25,-5,-5,28,28,29,30,33,34
286,2,9,1984,12,-4,-4,1,14,12,14,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
287,1,5,1980,16,1,-3,1,12,12,12,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
288,2,10,1983,13,1,-3,1,12,12,12,12,4,15,16,17,18,19,20,21,22,23,24,24,25,27,27,30,32
289,2,10,1984,12,1,-3,1,12,12,12,12,4,14,15,16,17,18,19,-5,21,22,23,23,24,25,26,29,31
290,2,1,1984,13,1,70000,1,12,14,12,14,4,14,15,16,18,18,20,20,21,22,23,24,25,26,27,29,31
291,2,6,1980,16,1,57200,1,12,12,12,12,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
292,2,9,1984,12,1,29400,1,12,14,12,14,1,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
293,2,11,1983,13,1,72000,1,12,12,12,12,2,15,16,17,18,19,20,21,22,23,24,25,25,27,28,30,32
294,1,5,1982,15,-4,-4,1,12,12,12,12,2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
295,2,9,1984,12,3,100500,1,-3,8,-4,8,2,14,15,16,17,18,19,20,21,22,23,24,24,26,26,29,31
296,2,12,1981,15,1,45000,1,14,11,14,11,2,16,17,18,20,21,21,23,23,25,25,27,28,28,29,32,33
297,1,7,1984,12,1,45000,1,14,11,14,11,2,14,15,16,17,18,19,20,-5,22,-5,24,25,26,27,29,-5
298,2,6,1983,13,1,63000,1,16,18,16,18,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
299,1,5,1981,16,1,-3,1,12,12,12,12,4,17,-5,-5,-5,-5,22,23,24,25,26,27,28,29,30,32,35
300,2,5,1984,13,1,-3,1,12,13,12,13,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
301,2,12,1981,15,1,34800,1,18,12,-4,12,4,17,18,19,-5,-5,-5,-5,23,-5,-5,27,27,-5,30,-5,-5
302,2,3,1984,12,1,-3,1,12,14,12,14,4,15,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
303,2,9,1980,16,3,-3,1,-3,13,18,13,4,18,19,20,21,22,23,-5,25,-5,-5,28,29,30,31,33,35
304,1,2,1983,14,1,-3,1,-3,-3,-3,-3,4,15,16,17,18,19,20,-5,22,23,24,25,26,27,28,30,32
305,2,2,1983,14,1,-3,1,16,16,16,16,4,16,16,17,19,19,21,-5,23,23,24,26,26,27,28,30,33
306,2,2,1980,17,-4,-3,1,-4,-4,16,16,4,19,19,21,22,23,-5,-5,26,27,-5,29,29,30,31,34,35
307,2,5,1980,17,-4,-3,1,-4,-4,16,16,4,18,19,21,21,22,23,24,25,26,27,28,29,30,31,33,35
308,1,4,1981,16,-4,-3,1,-4,-4,16,16,4,17,18,19,20,21,-5,24,24,25,-5,27,28,29,30,-5,-5
309,2,4,1981,16,-4,-3,1,-4,-4,16,16,4,17,18,19,20,-5,-5,-5,24,25,-5,27,28,29,30,32,34
310,2,6,1982,15,-4,-3,1,-4,-4,16,16,4,16,17,-5,-5,-5,-5,-5,-5,24,-5,26,27,28,-5,-5,-5
311,1,3,1982,14,-4,-4,1,-4,-4,16,18,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,-5,33
312,2,7,1982,14,-4,-4,1,-4,-4,16,18,4,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,-5,33
313,2,4,1981,16,1,246474,1,16,12,16,12,4,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
314,1,10,1984,12,1,246474,1,16,12,16,12,4,14,15,16,17,18,19,20,21,22,23,23,24,-5,-5,-5,-5
315,2,1,1982,15,1,135500,1,16,16,16,16,4,17,17,19,19,20,21,22,23,24,25,26,27,28,30,31,33
316,1,4,1982,14,1,-3,1,14,14,14,14,4,16,17,19,-5,-5,-5,-5,-5,-5,25,26,27,-5,-5,-5,-5
317,2,8,1980,16,-4,-4,1,-3,-3,-3,-3,2,18,19,20,-5,-5,23,24,25,26,27,28,29,-5,-5,-5,-5
318,1,2,1983,13,1,-3,1,-3,12,-4,12,4,16,16,17,18,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
319,2,3,1983,14,1,80000,1,16,14,16,14,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
320,2,7,1982,14,1,40000,1,13,18,-4,18,4,-5,17,18,19,20,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,33
321,1,10,1981,15,-4,-4,1,12,12,12,12,4,17,18,19,20,21,22,23,24,25,26,26,28,29,29,32,34
322,2,6,1982,14,1,28000,1,12,13,-4,13,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
323,1,3,1980,17,1,102000,1,15,14,-4,14,4,18,19,20,21,22,23,24,25,26,27,29,29,30,31,33,35
324,1,6,1980,16,-4,-4,1,16,12,16,12,4,18,19,-5,21,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
325,1,9,1984,12,-4,-4,1,12,13,-4,13,4,14,15,16,17,18,19,20,21,22,23,-3,25,26,27,29,31
326,2,3,1980,16,1,-3,1,14,12,14,12,4,-5,19,20,21,22,23,24,25,26,27,28,29,30,-5,34,36
327,2,1,1983,14,-4,-4,1,18,14,18,14,4,15,17,17,18,19,20,21,22,23,24,25,26,27,28,31,33
328,1,3,1984,13,1,45000,1,12,12,12,12,4,14,15,16,17,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,1,2,1984,13,-4,-4,1,14,12,14,12,4,14,16,16,17,18,19,20,21,23,23,24,25,26,-5,-5,31
330,1,6,1982,14,-4,-4,1,14,14,14,14,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
331,2,4,1980,16,1,-3,1,12,12,12,12,4,-5,19,20,-5,-5,23,24,25,26,27,28,29,30,31,33,35
332,1,1,1980,17,1,-3,1,-3,-4,-3,20,4,19,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
333,2,8,1982,14,1,-3,1,-3,-4,-3,20,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
334,2,1,1984,13,1,162000,1,-3,20,-3,20,4,14,15,16,17,18,19,20,22,22,23,25,25,-5,27,29,31
335,2,6,1980,16,-4,-4,1,12,12,12,12,4,18,19,20,21,22,-5,-5,-5,26,-5,-5,29,-5,-5,33,-5
336,1,2,1982,14,3,-3,1,16,18,16,18,1,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
337,1,7,1983,13,1,150500,1,16,16,16,16,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
338,2,4,1981,16,1,246474,1,20,18,20,18,4,17,18,20,20,21,22,23,25,25,26,-5,28,29,30,32,34
339,2,9,1981,15,3,22000,1,11,10,11,10,4,17,18,19,20,21,22,23,24,25,26,27,27,29,30,32,34
340,1,12,1981,15,2,17930,1,9,11,9,11,4,16,17,19,20,21,22,23,24,25,25,-3,28,28,30,32,34
341,1,12,1983,13,-4,-4,1,9,11,9,11,4,14,15,17,17,19,20,20,21,23,23,24,25,26,27,30,31
342,1,3,1982,15,-4,-4,1,16,-4,16,-4,4,16,17,18,19,20,21,22,24,24,25,26,27,28,29,31,33
343,1,3,1984,13,-4,-4,1,16,-4,16,-4,4,14,15,17,17,18,19,20,21,22,23,24,25,26,27,29,31
344,1,3,1984,13,-4,-4,1,16,-4,16,-4,4,15,15,-5,18,18,20,20,21,-5,23,24,25,26,27,29,31
345,1,3,1984,13,-4,-4,1,16,-4,16,-4,4,15,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
346,1,5,1984,13,3,0,1,10,12,-4,12,2,14,15,16,17,18,19,-5,-5,22,-5,24,25,26,27,29,31
347,1,9,1981,15,3,-3,1,6,6,6,6,2,17,18,19,20,21,22,23,24,25,26,27,28,29,29,-5,34
348,1,8,1983,13,3,-3,1,6,6,6,6,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,32
349,1,1,1984,13,3,-3,1,6,6,6,6,2,15,16,16,17,18,20,20,21,23,23,24,25,26,27,-5,31
350,1,2,1984,14,3,42250,1,-3,-3,-3,-3,4,14,15,16,17,19,20,21,22,23,-5,24,25,26,27,30,-5
351,2,6,1981,15,3,17500,1,10,10,10,10,2,17,18,19,20,21,-5,-5,-5,25,-5,27,-5,-5,30,32,34
352,2,6,1981,15,3,17500,1,10,10,10,10,2,17,-5,19,20,-5,-5,-5,-5,-5,-5,-5,28,-5,-5,-5,-5
353,2,9,1982,14,3,17500,1,10,10,10,10,2,-5,17,18,19,20,21,22,23,24,-5,-5,27,-5,-5,-5,-5
354,2,7,1982,14,3,2000,1,11,11,11,11,2,16,17,18,19,20,-5,-5,-5,-5,25,26,27,28,29,31,33
355,2,12,1980,16,3,2000,1,11,11,11,11,2,17,-5,20,20,22,23,24,25,25,27,27,28,30,31,32,34
356,2,10,1982,14,3,17500,1,11,10,11,10,2,16,-5,18,19,20,21,22,23,24,25,25,26,28,29,31,32
357,1,9,1981,15,3,21000,1,6,6,6,6,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
358,1,2,1983,14,3,21000,1,6,6,6,6,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
359,2,1,1983,13,3,21000,1,6,6,6,6,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
360,1,9,1984,13,-4,-4,1,-3,10,-4,10,2,14,15,16,17,18,19,20,-5,22,-5,-5,25,26,27,29,31
361,1,8,1980,16,-4,24000,1,-4,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
362,2,4,1981,15,3,38500,1,4,4,4,4,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
363,2,11,1983,13,3,38500,1,4,4,4,4,2,15,15,17,18,19,20,21,22,22,23,25,25,26,27,30,31
364,2,7,1984,12,3,15000,1,-3,3,-3,3,2,14,15,16,17,18,19,20,21,22,23,-5,-5,26,-5,-5,-5
365,2,2,1982,15,3,29046,1,11,12,-4,12,2,17,17,18,19,20,21,23,23,24,25,26,27,28,29,32,33
366,2,8,1980,16,-4,-4,1,9,8,9,8,2,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
367,1,6,1981,15,-4,-4,1,9,8,9,8,2,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
368,2,4,1981,15,3,-3,1,3,6,3,6,2,17,18,19,20,21,23,24,24,25,26,27,28,29,30,32,34
369,1,7,1984,12,3,-3,1,3,6,3,6,2,14,15,16,17,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
370,1,6,1981,15,3,67964,1,12,-3,-4,-4,2,17,18,19,20,21,22,-5,-5,-5,-5,-5,28,29,30,32,34
371,2,12,1982,14,3,67964,1,12,-3,-4,-4,2,15,17,18,19,-5,-5,22,23,-5,25,26,26,27,28,30,-5
372,1,6,1983,13,-4,-4,1,12,10,-4,10,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
373,2,8,1984,12,1,6000,1,12,10,-4,10,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
374,2,9,1981,15,1,36214,1,-4,14,-4,14,4,17,18,19,20,21,22,23,24,25,26,27,-5,29,30,-5,34
375,1,7,1982,14,1,-3,1,12,14,-4,14,1,16,-5,18,19,-5,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,33
376,1,3,1981,16,1,40000,1,9,12,9,12,1,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,34
377,2,12,1984,12,1,-3,1,12,11,12,11,1,13,15,16,17,18,18,20,21,21,-5,24,24,26,26,29,30
378,1,2,1984,13,1,70000,1,16,13,16,13,1,14,15,16,17,18,19,20,21,22,24,24,25,26,27,29,31
379,2,11,1980,16,3,91000,1,16,16,16,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
380,1,2,1983,14,3,0,1,-4,12,-4,12,4,15,16,18,18,-5,-5,-5,-5,-5,-5,26,-5,-5,-5,-5,-5
381,1,1,1980,16,1,0,1,14,14,-4,14,2,19,-5,-5,-5,-5,-5,-5,-5,-5,27,-5,-5,-5,-5,-5,-5
382,2,1,1980,16,-4,-3,1,14,14,-4,-4,4,19,19,20,22,23,-5,24,25,26,27,28,29,30,31,33,36
383,2,2,1984,13,1,0,1,16,14,-4,14,4,-5,-5,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
384,1,11,1983,13,1,37000,1,11,12,11,12,2,15,15,17,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
385,1,12,1981,15,3,43000,1,6,8,6,8,2,16,17,19,19,21,22,23,24,25,26,26,27,28,29,32,33
386,1,6,1980,16,3,-3,1,-4,-3,-4,-3,2,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
387,2,1,1983,14,3,-3,1,-4,-3,-4,-3,2,15,16,18,18,19,21,21,22,23,24,26,26,27,28,30,32
388,2,1,1982,15,-4,-4,1,-4,5,-4,5,2,17,17,18,20,20,22,22,24,24,-5,26,27,28,29,-5,33
389,2,6,1981,15,1,80500,1,14,14,14,14,4,17,18,19,20,-5,-5,-5,-5,-5,-5,-5,28,-5,-5,-5,-5
390,2,3,1983,14,1,17500,1,16,15,-4,15,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
391,1,3,1980,16,-4,-4,1,6,6,6,6,4,18,19,-5,21,-5,24,24,25,26,27,28,29,30,31,33,35
392,1,1,1980,16,1,-3,1,14,18,14,18,2,18,19,20,21,22,23,25,25,26,27,28,29,30,31,33,-5
393,1,9,1983,14,-4,-4,1,12,14,-4,-4,2,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
394,1,10,1984,13,-4,-4,1,16,14,16,14,2,14,15,16,17,18,19,20,21,22,23,24,25,26,26,29,31
395,1,8,1984,12,3,70000,1,-3,14,-3,14,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
396,1,9,1983,13,1,75500,1,-3,-3,-3,-3,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32
397,1,4,1982,14,1,100000,1,14,14,14,14,2,16,17,18,19,20,21,22,23,24,25,-5,-5,-5,29,31,33
398,1,8,1980,16,-4,-4,1,12,-3,12,-3,2,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
399,1,9,1980,16,1,40000,1,-3,12,-3,12,3,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
400,2,7,1982,14,1,40000,1,-3,12,-3,12,3,16,17,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,-5,33
401,1,6,1984,12,1,85500,1,13,-4,13,-4,4,14,15,16,17,18,19,-5,21,-5,23,24,25,26,27,29,31
402,2,7,1984,13,-4,-4,1,-3,12,12,12,4,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
403,2,2,1984,13,1,-3,1,11,14,11,14,1,14,15,16,17,19,19,20,21,22,23,24,25,26,27,29,31
404,1,3,1980,16,1,67200,1,14,14,14,14,4,18,19,21,21,22,23,24,25,26,27,28,29,30,31,33,35
405,1,9,1981,15,1,67200,1,14,14,14,14,4,17,18,19,20,21,22,23,24,-5,-5,-5,-5,-5,-5,-5,-5
406,2,6,1983,13,1,67200,1,14,14,14,14,4,15,16,17,18,19,20,21,22,23,24,-5,-5,-5,-5,-5,32
407,2,10,1981,15,2,3350,1,-4,-3,-4,-3,2,17,18,19,20,21,22,23,24,25,26,27,27,29,30,32,34
408,1,5,1980,16,1,-3,1,-4,-3,-4,-3,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
409,2,12,1980,16,1,-3,1,-3,-3,-3,-3,1,18,19,19,21,22,23,24,25,26,26,27,28,29,30,32,34
410,1,10,1980,16,3,-3,1,-4,-3,-4,-3,2,18,19,20,21,22,23,24,25,26,27,28,-5,-5,-5,33,-5
411,2,2,1980,17,-4,-4,1,-3,-3,-3,-3,2,18,19,20,21,22,24,25,25,26,27,28,29,30,31,33,35
412,1,2,1982,15,-4,-4,1,-3,-3,-3,-3,2,16,17,18,19,20,22,22,23,24,25,26,27,28,29,31,33
413,1,7,1980,16,-4,-4,1,-4,13,-4,13,1,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
414,2,7,1980,16,1,3000,1,11,11,-4,11,1,18,19,-5,21,-5,23,24,25,26,27,28,29,30,31,33,35
415,2,12,1981,15,1,150000,1,14,12,14,12,4,17,18,19,20,20,21,23,24,24,26,26,27,28,29,32,33
416,2,7,1980,16,3,-3,1,17,16,17,16,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
417,2,5,1983,13,1,246474,1,16,14,16,-4,4,15,16,17,18,19,20,21,22,23,24,25,26,27,28,-5,32
418,1,5,1983,13,1,132600,1,13,13,13,13,4,-5,16,17,18,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
419,1,2,1984,13,3,-3,1,16,14,16,14,4,14,15,16,17,18,19,21,21,22,23,24,25,27,27,29,32
420,1,3,1980,16,1,-3,1,20,17,19,17,4,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
421,1,8,1982,15,1,43000,1,-3,16,-3,16,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,-5,33
422,1,1,1981,15,1,103000,1,20,15,20,18,3,18,18,19,20,21,22,23,24,25,27,28,29,29,30,32,35
423,2,1,1984,12,1,103000,1,-3,12,20,18,3,15,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
424,2,6,1984,13,3,71700,1,17,17,17,17,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31
425,2,8,1982,14,1,98000,1,16,12,16,12,4,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,33
426,2,12,1980,16,2,12000,1,5,-3,5,-3,2,18,18,20,21,22,23,24,25,25,26,27,28,30,30,33,35
427,1,11,1981,15,2,36000,1,6,-3,6,-3,2,17,18,-5,-5,21,22,-5,-5,-5,-5,-5,-5,29,-5,32,34
428,2,11,1984,12,-4,-4,1,6,-3,6,-3,2,14,15,16,-5,18,19,20,21,-5,23,-5,25,26,27,-5,31
429,1,1,1981,16,1,600,1,11,12,11,12,4,18,18,19,20,21,22,23,25,25,26,27,28,29,30,32,34
430,1,3,1983,14,1,53000,1,14,16,14,16,4,16,16,17,18,19,20,21,22,23,24,25,-5,-5,-5,-5,-5
431,2,10,1984,12,3,0,1,12,15,-4,15,2,14,15,16,17,18,19,20,21,22,23,-5,-5,-5,-5,-5,-5
432,1,2,1981,16,2,29000,1,-3,16,15,16,2,17,19,19,20,22,-5,-5,-5,25,26,27,28,29,31,33,34
